Star Number,Star Name,Durchmusterung Identification,RA (degrees),Dec (degrees),Parallax (arsec),Distance (parsecs),X (parsecs),Y (parsecs),Z (parsecs)
1637,9    Aur,BD+51 1024,5.111277777777778,51.59777777777778,0.052,19.23076923076923,11.898232512507498,1.0642496387133122,15.070564720404763
1638,11    Ori,BD+15  732,5.076138888888889,15.404166666666667,0.018,55.55555555555556,53.34972127766374,4.738941885824016,14.7570126544906
1641,10Eta Aur,BD+41 1058,5.108583333333333,41.23444444444444,0.022,45.45454545454546,34.04688968365769,3.0437451249470406,29.960984979845776
1643,,BD+73  274,5.206222222222222,73.94666666666667,0.024,41.666666666666664,11.47463334693216,1.0455298987431558,40.04186269262979
1647,,BD+64  500,5.162361111111111,64.91944444444445,0.024,41.666666666666664,17.590527160563223,1.5892127532151845,37.738029468291224
1649,Eta1Pic,CD-49 1541,5.046833333333333,-49.15138888888889,0.055,18.181818181818183,11.845943675537558,1.0461434206631544,-13.753461919680046
1652,Gam1Cae,CD-35 2089,5.073444444444444,-35.483333333333334,0.013,76.92307692307692,62.39185899951205,5.539178446329527,-44.65123958008707
1654,2Eps Lep,BD-22 1000,5.091027777777778,-22.371111111111112,0.011,90.90909090909092,83.73544891723766,7.459972927549707,-34.600378732988815
1656,104    Tau,BD+18  779,5.1241666666666665,18.645,0.061,16.39344262295082,15.470997323735759,1.3873274306240087,5.241042400246323
1657,66    Eri,BD-04 1044,5.112694444444444,-4.655,0.024,41.666666666666664,41.36399596621651,3.700876072489281,-3.3814885943933466
1658,106    Tau,BD+20  885,5.130111111111111,20.418333333333333,0.007,142.85714285714286,133.34518558836376,11.971380234238353,49.83884831131466
1662,13    Ori,BD+09  736,5.127305555555555,9.471944444444444,0.033,30.3030303030303,29.770286140523332,2.6712285516747323,4.9868072634156055
1663,Eta2Pic,CD-49 1562,5.082777777777777,-49.57777777777778,0.009,111.11111111111111,71.76283098578061,6.382920014566448,-84.58743070539272
1664,14    Ori,BD+08  866,5.131361111111111,8.498333333333333,0.004,250.0,246.26410659637625,22.114360092892404,36.945160440448994
1666,67Bet Eri,BD-05 1162,5.130833333333333,-5.086388888888888,0.05,20.0,19.84142033726814,1.7815626805450913,-1.7731535227191224
1668,,BD+46  970,5.178583333333334,46.96222222222222,0.027,37.03703703703704,25.173877160714717,2.281514903103042,27.070513680516257
1672,16    Ori,BD+09  743,5.155444444444445,9.829444444444444,0.011,90.90909090909092,89.2122054543622,8.049001983124343,15.519625477494142
1673,68    Eri,BD-04 1056,5.145444444444445,-4.456111111111111,0.05,20.0,19.85919135760536,1.7882636208413947,-1.553908570150719
1674,Zet Dor,CP-57  735,5.091833333333333,-57.47277777777778,0.085,11.76470588235294,6.300921706161266,0.5614370357039605,-9.919247885098729
1676,15    Ori,BD+15  752,5.161666666666667,15.597222222222223,0.004,250.0,239.81743647361327,21.663329238965822,67.218281215073
1677,Bet Men,CP-71  309,5.045277777777778,-71.31444444444445,0.013,76.92307692307692,24.548684613352197,2.1672809599899345,-72.8685442444697
1686,,BD+79  169,5.375972222222222,79.23111111111112,0.054,18.51851851851852,3.444926548006736,0.32418390631025695,18.192386154499943
1689,11Mu  Aur,BD+38 1063,5.223805555555556,38.48444444444444,0.023,43.47826086956522,33.892434583443155,3.0986521518717307,27.05661473818728
1695,,CP-63  420,5.12611111111111,-63.39972222222222,0.018,55.55555555555556,24.776253939126978,2.2226033093683166,-49.675114779530205
1702,5Mu  Lep,BD-16 1072,5.215527777777778,-16.205555555555556,0.023,43.47826086956522,41.577866659513745,3.7952439444017587,-12.134096410039904
1705,4Kap Lep,BD-13 1092,5.220527777777778,-12.94138888888889,0.034,29.41176470588235,28.54579109730986,2.608182851920982,-6.586888184406741
1708,13Alp Aur,BD+45 1077,5.2781666666666665,45.99805555555556,0.073,13.698630136986303,9.475852132395623,0.8754063766473746,9.85364692236574
1713,19Bet Ori,BD-08 1063,5.242305555555555,-8.201666666666666,0.013,76.92307692307692,75.81785150063274,6.956414193603404,-10.973671159126386
1722,,BD+42 1239,5.304416666666667,42.79222222222222,0.007,142.85714285714286,104.38279317378951,9.69141464040844,97.04881368059932
1726,16    Aur,BD+33 1000,5.302972222222222,33.37166666666667,0.014,71.42857142857143,59.39611333063752,5.513118547719024,39.29055944396046
1729,15Lam Aur,BD+39 1248,5.3190277777777775,40.09916666666667,0.066,15.15151515151515,11.539953822576782,1.074394637058375,9.759280369128087
1735,20Tau Ori,BD-07 1028,5.293444444444444,-6.844444444444444,0.006,166.66666666666666,164.7731694644804,15.266530044645515,-19.862362971291613
1738,,BD+40 1253,5.337444444444444,41.086111111111116,0.011,90.90909090909092,68.22315183322961,6.37384266824107,59.74477796006917
1739,109    Tau,BD+21  816,5.3212777777777776,22.09638888888889,0.01,100.0,92.2559202427194,8.592879824400343,37.61658672038718
1741,,BD+19  893,5.320749999999999,20.134722222222223,0.015,66.66666666666667,62.32268842333165,5.80426652913822,22.94858257477997
1743,Omi Col,CD-35 2214,5.291416666666667,-34.89527777777778,0.018,55.55555555555556,45.3724316991105,4.202217701895997,-31.782126442103344
1746,21    Ori,BD+02  916,5.3197777777777775,2.5958333333333337,0.022,45.45454545454546,45.21231997980866,4.209961646008878,2.0586518554308073
1747,,BD-18 1051,5.314,-18.13,0.065,15.384615384615383,14.55797550525301,1.3540904335980117,-4.787293475298548
1751,16    Cam,BD+57  879,5.391055555555556,57.544444444444444,0.023,43.47826086956522,23.22919362574492,2.1921466349766847,36.687303319682385
1762,,BD-21 1135,5.340805555555555,-21.239444444444445,0.002,500.0,464.01408620534806,43.37861810127227,-181.13316453548694
1767,Zet Pic,CD-50 1723,5.322805555555555,-50.60611111111111,0.023,43.47826086956522,27.474408462758166,2.5597540253771753,-33.60005516651801
1771,,CD-24 3023,5.362833333333333,-24.773055555555555,0.004,250.0,226.00006206605588,21.215392919548634,-104.75628405689113
1773,21Sig Aur,BD+37 1175,5.4108888888888895,37.385555555555555,0.003,333.3333333333333,263.6757239499054,24.975253764393983,202.39184867481336
1780,111    Tau,BD+17  920,5.407055555555556,17.383333333333333,0.067,14.925373134328357,14.180311502848634,1.3421959170213982,4.459152273856602
1784,29    Ori,BD-07 1064,5.399111111111112,-7.808055555555556,0.011,90.90909090909092,89.66666424570764,8.47459178014983,-12.350442385789679
1787,27    Ori,BD-01  886,5.408027777777778,-0.8913888888888889,0.021,47.61904761904761,47.40134713159213,4.487447430374181,-0.7408115921441295
1788,28Eta Ori,BD-02 1235,5.407944444444444,-2.3969444444444443,0.007,142.85714285714286,142.09683751444,13.451984862257994,-5.9746244205416374
1790,24Gam Ori,BD+06  919,5.418861111111111,6.349722222222222,0.029,34.48275862068965,34.118058599848354,3.236438065852131,3.8136843230612487
1791,112Bet Tau,BD+28  795,5.438194444444445,28.6075,0.028,35.714285714285715,31.21317128265483,2.971507922521847,17.100242197924405
1805,24Phi Aur,BD+34 1048,5.460805555555556,34.475833333333334,0.009,111.11111111111111,91.18040704607506,8.716726466995551,62.895397788370204
1828,18    Cam,BD+57  889,5.542722222222222,57.221111111111114,0.012,83.33333333333333,44.90559389846275,4.357713335110529,70.06384528099916
1829,9Bet Lep,BD-20 1096,5.47075,-20.759444444444444,0.02,50.0,46.54087604303955,4.4573980176408625,-17.7222588870256
1834,31    Ori,BD-01  913,5.495555555555556,-1.0922222222222222,0.006,166.66666666666666,165.8704623642914,15.958523145248448,-3.1769532348658944
1836,Lam Dor,CP-59  472,5.438694444444445,-58.9125,0.012,83.33333333333333,42.83516750398641,4.078304377232237,-71.3649795260709
1839,32    Ori,BD+05  939,5.513083333333333,5.948055555555555,0.005,200.0,198.0030884583803,19.11116259174359,20.725357061695156
1845,119    Tau,BD+18  875,5.536888888888889,18.594444444444445,0.002,500.0,471.6885848436516,45.724968070534665,159.43370479024168
1849,10    Lep,BD-20 1105,5.518777777777777,-20.863611111111112,0.016,62.5,58.1312197382702,5.616628644904604,-22.259038038652573
1851,34Del Ori,BD-00  982,5.533472222222222,-0.28444444444444444,0.014,71.42857142857143,71.09484069537027,6.887575628202662,-0.3546051215684069
1852,34Del Ori,BD-00  983,5.533444444444444,-0.29916666666666664,0.014,71.42857142857143,71.09475099593733,6.88753214703599,-0.37295854427172703
1857,19    Cam,BD+64  536,5.620861111111112,64.15472222222223,0.007,142.85714285714286,61.97804864880545,6.0997844672472885,128.56779293604427
1862,Eps Col,CD-35 2348,5.520194444444444,-35.470555555555556,0.008,125.0,101.32960913988181,9.792978561901103,-72.53556288087192
1865,11Alp Lep,BD-17 1166,5.5455,-17.822222222222223,0.007,142.85714285714286,135.36501836922622,13.142670481429935,-43.72350946369383
1872,38    Ori,BD+03  964,5.571305555555555,3.7669444444444444,0.014,71.42857142857143,70.93756351003546,6.919622703095877,4.692730679787363
1879,39Lam Ori,BD+09  879,5.585638888888888,9.934166666666666,0.007,142.85714285714286,140.04709213873758,13.69629822097649,24.64521584064838
1880,39Lam Ori,BD+09  879,5.585694444444444,9.935,0.007,142.85714285714286,140.04672209543588,13.696399123481827,24.647262458134385
1886,,BD-06 1233,5.583583333333333,-6.009166666666666,0.005,200.0,197.95730992219953,19.352620553327224,-20.937514802028964
1887,,BD-06 1234,5.584083333333333,-6.001944444444445,0.005,200.0,197.95976614042044,19.354604713977583,-20.912442850985205
1892,42    Ori,BD-04 1185,5.589777777777777,-4.838333333333333,0.006,166.66666666666666,165.2830651107503,16.176374859585138,-14.057420167848596
1893,41The1Ori,BD-05 1315,5.58775,-5.387222222222222,0.001,1000.0,990.8521569458699,96.94002421963908,-93.88628643211595
1894,41The1Ori,BD-05 1315,5.587805555555556,-5.3852777777777785,0.001,1000.0,990.8552334536147,96.94129516632158,-93.85249932238735
1895,41The1Ori,BD-05 1315,5.587916666666667,-5.389722222222223,0.001,1000.0,990.8477969163431,96.9425075044579,-93.92972684287608
1896,41The1Ori,BD-05 1315,5.5881388888888885,-5.387777777777778,0.001,1000.0,990.8505928857969,96.94666086763814,-93.89593987217944
1899,44Iot Ori,BD-06 1241,5.5905555555555555,-5.91,0.025,40.0,39.59814458368575,3.876042151554394,-4.118645744524845
1901,45    Ori,BD-04 1188,5.594305555555556,-4.855833333333333,0.026,38.46153846153846,38.140962786583664,3.7359269839069147,-3.2557254355609517
1905,122    Tau,BD+16  822,5.6177222222222225,17.040277777777778,0.029,34.48275862068965,32.81058642463672,3.2273526865824604,10.104961909903496
1907,40Phi2Ori,BD+09  898,5.615083333333333,9.290555555555555,0.03,33.333333333333336,32.738232014266636,3.2187132623123396,5.381371630557895
1910,123Zet Tau,BD+21  908,5.627416666666667,21.1425,0.008,125.0,116.0239061501601,11.432298580320674,45.086092654268015
1917,,CP-64  456,5.549888888888889,-64.2275,0.01,100.0,43.276074890900055,4.205046203571563,-90.05275636238481
1922,Bet Dor,CP-62  487,5.560416666666667,-62.48972222222222,0.012,83.33333333333333,38.311187355033184,3.7297244626755104,-73.91066582925978
1925,,BD+53  934,5.6889722222222225,53.48111111111111,0.081,12.345679012345679,7.310577278811579,0.7282715546120926,9.921737280796107
1931,48Sig Ori,BD-02 1326,5.645777777777777,-2.6,0.007,142.85714285714286,142.01781138208966,14.03953642600888,-6.480426875607683
1932,,BD-02 1327,5.646416666666666,-2.5941666666666667,0.007,142.85714285714286,142.01831066304396,14.041184867428733,-6.465897404068691
1935,Nu 2Col,CD-28 2321,5.629055555555556,-28.689444444444444,0.047,21.27659574468085,18.574561854572355,1.8307621864060144,-10.214082837438848
1937,49    Ori,BD-07 1142,5.648083333333333,-7.213055555555556,0.042,23.809523809523807,23.506421291232062,2.3247429387199947,-2.989507047033747
1946,126    Tau,BD+16  841,5.68825,16.53388888888889,0.014,71.42857142857143,68.13793571714707,6.786957746271899,20.327315048544516
1948,50Zet Ori,BD-02 1338,5.679305555555556,-1.9427777777777777,0.024,41.666666666666664,41.43830761782085,4.120977453415004,-1.4125571529701244
1949,50Zet Ori,BD-02 1338,5.679333333333334,-1.9427777777777777,0.024,41.666666666666664,41.43830561990973,4.120997543272975,-1.4125571529701244
1953,Gam Men,CP-76  333,5.531361111111111,-76.3411111111111,0.02,50.0,11.752070267609222,1.138088193421484,-48.585940349952786
1956,Alp Col,CD-34 2375,5.660805555555556,-34.07416666666667,0.001,1000.0,824.2735779777869,81.70399940125657,-560.265584459314
1963,51    Ori,BD+01 1105,5.707944444444444,1.4747222222222223,0.015,66.66666666666667,66.31414718456423,6.62831847889296,1.7157277670899238
1971,27Omi Aur,BD+49 1398,5.765,49.82638888888889,0.019,52.631578947368425,33.781213401299745,3.4105231329445487,40.21543305235656
1982,,BD-22 1210,5.740694444444444,-22.421666666666667,0.128,7.8125,7.185670175104694,0.7223800826954065,-2.979843519504986
1983,13Gam Lep,BD-22 1211,5.741055555555556,-22.448333333333334,0.128,7.8125,7.184284918135154,0.7222865590713097,-2.9832044166702203
1988,,BD+01 1126,5.776388888888889,1.1680555555555556,0.027,37.03703703703704,36.8413158581635,3.7268663972397897,0.7550001185490497
1989,131    Tau,BD+14 1025,5.787,14.488333333333333,0.021,47.61904761904761,45.869727978076874,4.648762407134453,11.913469664391211
1994,,BD+68  412,5.882083333333334,68.4713888888889,0.004,250.0,91.25842135891742,9.401799694135283,232.55860915818542
1995,29Tau Aur,BD+39 1418,5.819583333333333,39.18111111111111,0.007,142.85714285714286,110.16539395813119,11.228236301973679,90.2533985448909
1998,14Zet Lep,BD-14 1232,5.782583333333333,-14.821944444444444,0.049,20.408163265306122,19.628697639738977,1.9877823253214097,-5.220735413544307
1999,52    Ori,BD+06 1027,5.800055555555556,6.454166666666667,0.023,43.47826086956522,42.98152829953212,4.365946539307177,4.887320748057894
2002,132    Tau,BD+24  970,5.816944444444444,24.5675,0.005,200.0,180.9578036074749,18.43509297733991,83.15299549911224
2004,53Kap Ori,BD-09 1235,5.795944444444444,-9.669722222222221,0.015,66.66666666666667,65.3835239957276,6.636740429029387,-11.197897607240588
2008,,CD-46 1999,5.774277777777778,-46.59722222222222,0.018,55.55555555555556,37.97979213580391,3.8406209104562596,-40.3634088430315
2012,32Nu  Aur,BD+39 1429,5.8581666666666665,39.14861111111111,0.017,58.8235294117647,45.3800600850402,4.656088390462482,37.13729392450518
2015,Del Dor,CP-65  496,5.746222222222222,-65.73555555555555,0.027,37.03703703703704,15.143841871153466,1.5238960709251803,-33.76512855934909
2020,Bet Pic,CD-51 1620,5.788083333333333,-51.06638888888889,0.061,16.39344262295082,10.249436369027254,1.0389461016757073,-12.752043214601137
2022,Pi  Men,CP-80  161,5.619388888888889,-80.46916666666667,0.044,22.72727272727273,3.7450597370339844,0.3684858723749145,-22.413559988269196
2027,31    Cam,BD+59  920,5.916055555555556,59.888333333333335,0.009,111.11111111111111,55.44609918129983,5.745500585638909,96.1165871270072
2029,30Xi  Aur,BD+55 1027,5.9141111111111115,55.706944444444446,0.012,83.33333333333333,46.70225565603378,4.837833852261136,68.84721580936169
2034,136    Tau,BD+27  899,5.8887777777777774,27.612222222222222,0.021,47.61904761904761,41.97279496629584,4.329157808418682,22.070717512854525
2035,15Del Lep,BD-20 1211,5.855361111111111,-20.879166666666666,0.022,45.45454545454546,42.24815144061741,4.332657562472155,-16.199922245997037
2037,56    Ori,BD+01 1151,5.8740000000000006,1.855,0.005,200.0,198.8456119566596,20.45750245736762,6.474040375865925
2040,Bet Col,CD-35 2546,5.849333333333333,-35.76833333333333,0.023,43.47826086956522,35.09401598755751,3.59525156706208,-25.41344872850912
2042,Gam Pic,CP-56  946,5.830472222222222,-56.166666666666664,0.018,55.55555555555556,30.77214733032032,3.1422563714964467,-46.14781605518586
2046,,BD+31 1139,5.916388888888889,31.701666666666664,0.023,43.47826086956522,36.79408488052058,3.8129360866765136,22.847669562691355
2047,54Chi1Ori,BD+20 1162,5.906361111111112,20.27611111111111,0.104,9.615384615384615,8.971671716288572,0.9281387876447195,3.3321594061197333
2049,,CP-52  794,5.848111111111111,-52.10888888888889,0.023,43.47826086956522,26.563754982861944,2.7207854175556405,-34.31214677288584
2056,Lam Col,CD-33 2599,5.885249999999999,-33.80138888888889,0.035,28.57142857142857,23.6168897415974,2.434423540051593,-15.894735970538136
2061,58Alp Ori,BD+07 1055,5.919527777777778,7.406944444444445,0.005,200.0,197.27355294824324,20.454194561993305,25.78315791358376
2064,Eps Dor,CP-66  463,5.831555555555555,-66.90111111111112,0.012,83.33333333333333,32.52408232339721,3.3217742234419285,-76.65242546373729
2067,,BD+13 1036,5.9343055555555555,13.925277777777778,0.047,21.27659574468085,20.540616843565868,2.1350969624664597,5.120346387624166
2077,33Del Aur,BD+54  970,5.992111111111111,54.28472222222222,0.022,45.45454545454546,26.389465491305394,2.769971015296739,36.90581355473629
2083,,CD-50 1977,5.902972222222223,-50.36194444444445,0.034,29.41176470588235,18.66332222784067,1.9296452425149786,-22.64969703488359
2085,16Eta Lep,BD-14 1286,5.940083333333334,-14.167777777777777,0.066,15.15151515151515,14.611774747263551,1.5203121416919214,-3.708517374052396
2088,34Bet Aur,BD+44 1328,5.992138888888889,44.9475,0.041,24.390243902439025,17.167985260068374,1.8020464887346272,17.230696683041526
2091,35Pi  Aur,BD+45 1217,5.998916666666667,45.93694444444444,0.003,333.3333333333333,230.5470770708355,24.227066959524244,239.52495818128025
2094,,CP-52  805,5.913944444444445,-52.63527777777778,0.034,29.41176470588235,17.754605973924072,1.839127355604887,-23.376130569338294
2095,37The Aur,BD+37 1380,5.995361111111111,37.212500000000006,0.022,45.45454545454546,36.00190826354752,3.7810060067603586,27.489676197425286
2102,,CP-63  498,5.901694444444445,-63.09,0.048,20.833333333333332,9.37899001137055,0.9695046680874342,-18.57746981811425
2103,60    Ori,BD+00 1239,5.980444444444444,0.5530555555555556,0.004,250.0,248.6277952756488,26.046041072894187,2.4131226241487
2108,2    Mon,BD-09 1285,5.984527777777778,-9.558333333333334,0.01,100.0,98.07428009536984,10.2812463024941,-16.605166612906785
2113,,BD-03 1256,6.000944444444444,-3.0741666666666667,0.022,45.45454545454546,45.140409530227615,4.745200523724115,-2.437663207320462
2119,38    Aur,BD+42 1473,6.055,42.91166666666666,0.014,71.42857142857143,52.022732976202214,5.518304577428545,48.63357260786035
2120,Eta Col,CD-42 2266,5.985777777777778,-42.81527777777777,0.019,52.631578947368425,38.39732743683479,4.026085536484256,-35.77036459772924
2122,,BD+32 1166,6.048638888888889,32.63583333333333,0.028,35.714285714285715,29.908109187160512,3.169140969413369,19.260627052266592
2124,61Mu  Ori,BD+09 1064,6.039722222222222,9.647499999999999,0.028,35.714285714285715,35.01375474659316,3.704638327057028,5.9852182493838875
2134,1    Gem,BD+23 1170,6.068666666666666,23.263333333333332,0.031,32.25806451612903,29.469382216951924,3.133069408799166,12.740569616684628
2135,62Chi2Ori,BD+20 1233,6.065333333333333,20.138333333333332,0.025,40.0,37.344336439062374,3.9681065793460464,13.771516477899898
2141,,BD+35 1334,6.102361111111111,35.3875,0.046,21.73913043478261,17.622490664561532,1.8840354657129663,12.589202723042822
2143,40    Aur,BD+38 1377,6.10975,38.48277777777778,0.004,250.0,194.58721071642412,20.828865428839944,155.5698421627702
2148,17    Lep,BD-16 1349,6.083083333333333,-16.484444444444446,0.032,31.25,29.796797644915404,3.1754613027225953,-8.86734433880151
2152,37    Cam,BD+58  897,6.166416666666667,58.93583333333333,0.011,90.90909090909092,46.63747244767547,5.038793904406586,77.8718147316382
2155,18The Lep,BD-14 1331,6.102583333333333,-14.935277777777777,0.012,83.33333333333333,80.06184732004061,8.559794263377137,-21.47731292121068
2157,,CD-45 2300,6.0745555555555555,-45.03666666666666,0.042,23.809523809523807,16.730625802426434,1.7804737090462306,-16.846646481328534
2158,,CD-45 2302,6.077833333333333,-45.07888888888889,0.033,30.3030303030303,21.27767674060938,2.265602055610172,-21.4569607678748
2162,,CD-48 2124,6.079694444444444,-48.45861111111111,0.019,52.631578947368425,34.70689364652305,3.6966568460583615,-39.39351931554864
2163,,CD-23 3431,6.108888888888888,-23.110555555555557,0.014,71.42857142857143,65.32331118175979,6.99129828065631,-28.036183423005326
2165,36    Cam,BD+65  517,6.214194444444445,65.71833333333333,0.004,250.0,102.20160946876983,11.128266664156529,227.8837262795316
2180,,BD-22 1327,6.149416666666667,-22.427500000000002,0.012,83.33333333333333,76.58701422689218,8.251606315457046,-31.79284022337366
2181,Pi 2Col,CD-42 2351,6.131361111111111,-42.153888888888886,0.016,62.5,46.06901151110773,4.948862623685665,-41.945261199822205
2196,,CP-62  582,6.117611111111111,-62.15472222222222,0.013,76.92307692307692,35.72504530372749,3.829012611565825,-68.01631836390953
2197,6    Gem,BD+22 1220,6.205305555555555,22.90833333333333,0.003,333.3333333333333,305.2439562209856,33.188704528906875,129.75264233673641
2208,,BD+10 1050,6.220166666666667,10.627500000000001,0.055,18.181818181818183,17.764742125491345,1.9361953489825927,3.353147354660335
2209,,BD+69  371,6.314111111111111,69.31972222222223,0.008,125.0,43.876320731471,4.854929007036286,116.94570596394604
2215,1    Lyn,BD+61  869,6.298555555555556,61.515277777777776,0.006,166.66666666666666,79.00759339532972,8.720503438773004,146.49071910339703
2216,7Eta Gem,BD+22 1241,6.247944444444444,22.506666666666668,0.014,71.42857142857143,65.59626027897872,7.1815773179680065,27.342209145660824
2219,44Kap Aur,BD+29 1154,6.256305555555556,29.498055555555556,0.018,55.55555555555556,48.06604301868926,5.2694411569426265,27.355223477527158
2220,71    Ori,BD+19 1270,6.247472222222222,19.156388888888888,0.041,24.390243902439025,22.902839320782423,2.507246300957585,8.003603229372446
2227,5Gam Mon,BD-06 1469,6.247583333333333,-6.2747222222222225,0.013,76.92307692307692,76.00813691743302,8.321000456613582,-8.407368021884338
2233,,BD-00 1234,6.259527777777778,-0.5122222222222222,0.036,27.77777777777778,27.61106938644653,3.028550527844535,-0.24832903320553237
2238,2    Lyn,BD+59  959,6.327055555555555,59.01083333333333,0.035,28.57142857142857,14.62113997418243,1.6211776241839064,24.493276211614788
2241,74    Ori,BD+12 1084,6.274055555555556,12.272222222222224,0.041,24.390243902439025,23.690149982794594,2.6045594225920916,5.184309175516828
2245,Eta2Dor,CP-65  561,6.1875,-65.58944444444444,0.009,111.11111111111111,45.6516312248713,4.949277259532034,-101.17861549488764
2247,75    Ori,BD+09 1173,6.285166666666666,9.9425,0.013,76.92307692307692,75.31239435205424,8.294830998418442,13.281520958909491
2251,,BD+05 1168,6.287805555555556,5.1002777777777775,0.05,20.0,19.800974817563638,2.18178240124595,1.7779825161750273
2254,,BD-22 1364,6.284305555555555,-22.715,0.018,55.55555555555556,50.93856011959977,5.609546677271108,-21.452641611322733
2256,Kap Col,CD-35 2800,6.275861111111111,-35.14055555555556,0.025,40.0,32.513674300782405,3.5756786356248935,-23.023368688299666
2260,,BD-16 1426,6.2949166666666665,-16.815833333333334,0.017,58.8235294117647,55.96871129394458,6.173977184364226,-17.017431483005215
2261,Alp Men,CP-74  374,6.1706666666666665,-74.75305555555556,0.115,8.695652173913043,2.2735312233343854,0.2458068931299687,-8.389576954620065
2264,45    Aur,BD+53 1008,6.362805555555555,53.452222222222225,0.022,45.45454545454546,26.901122999724628,2.999762700025286,36.51638957477263
2274,,CP-59  619,6.271805555555556,-59.21361111111111,0.043,23.255813953488374,11.83198504103884,1.3003703113687664,-19.978639835614644
2282,1Zet CMa,CD-30 3038,6.338555555555555,-30.063333333333333,0.004,250.0,215.045364670037,23.887712581427632,-125.23924433482466
2286,13Mu  Gem,BD+22 1304,6.382666666666666,22.51361111111111,0.02,50.0,45.90312907185906,5.134799871753744,19.14514485944897
2289,46Psi1Aur,BD+49 1488,6.4149722222222225,49.28805555555555,0.007,142.85714285714286,92.59607166183433,10.41081543681267,108.28548240666052
2290,,CD-48 2259,6.3350277777777775,-48.74111111111111,0.041,24.390243902439025,15.986233208299744,1.7747895499008566,-18.33506115298995
2291,,BD+56 1125,6.4405,56.285,0.023,43.47826086956522,23.980832532603372,2.707047041657417,36.165601551743215
2293,5    Lyn,BD+58  927,6.446916666666667,58.41722222222222,0.005,200.0,104.08359217837837,11.761154609447233,170.37687953914903
2294,2Bet CMa,BD-17 1467,6.378333333333333,-17.95583333333333,0.019,52.631578947368425,49.7582067684498,5.5622249160998045,-16.225461955333966
2296,Del Col,CD-33 2927,6.368555555555555,-33.436388888888885,0.019,52.631578947368425,43.64991302623933,4.871866847802658,-29.000570834245625
2298,8Eps Mon,BD+04 1236,6.396138888888889,4.592777777777777,0.025,40.0,39.62337582625975,4.441769954636337,3.202931126493967
2299,,BD+04 1237,6.39625,4.595555555555555,0.025,40.0,39.62321285001317,4.441829490153953,3.2048641504672783
2305,,BD-11 1478,6.402861111111111,-11.530277777777778,0.016,62.5,60.85671529489337,6.829251523144562,-12.492859046267936
2310,,BD+07 1273,6.420305555555556,7.085833333333333,0.005,200.0,197.22774416721498,22.1934156163193,24.671222790792363
2313,,BD-00 1287,6.421222222222222,-0.9461111111111111,0.027,37.03703703703704,36.799669852213846,4.14154692016675,-0.6115556875497788
2326,Alp Car,CP-52  914,6.399194444444445,-52.69583333333333,0.028,35.714285714285715,21.509652416567082,2.4123878701607984,-28.40819321540889
2331,6    Lyn,BD+58  932,6.513111111111111,58.16277777777778,0.025,40.0,20.964129695438995,2.3934205359274476,33.982007066255136
2332,48    Aur,BD+30 1238,6.476138888888889,30.493055555555557,0.005,200.0,171.2384293693099,19.437919207971323,101.4867853663532
2334,,BD+00 1426,6.453833333333334,0.29916666666666664,0.005,200.0,198.7298404943223,22.480212814548,1.0442839239608357
2338,47    Aur,BD+46 1149,6.5008333333333335,46.68555555555555,0.017,58.8235294117647,40.093585690929935,4.568677783132208,42.79999044643258
2343,18Nu  Gem,BD+20 1441,6.482722222222223,20.21222222222222,0.009,111.11111111111111,103.60211560380709,11.772323947395218,38.38870984597758
2349,,CD-25 3237,6.453111111111111,-25.85666666666667,0.045,22.22222222222222,19.870807497956626,2.247521391783588,-9.69158487897893
2356,11Bet Mon,BD-06 1574,6.480277777777778,-7.032777777777778,0.021,47.61904761904761,46.95881449765531,5.3339078498190915,-5.8303399703242
2357,11Bet Mon,BD-06 1575,6.480416666666667,-7.0344444444444445,0.021,47.61904761904761,46.9586330338239,5.3340025375148254,-5.8317147280686426
2358,11Bet Mon,BD-06 1575,6.480416666666667,-7.0344444444444445,0.021,47.61904761904761,46.9586330338239,5.3340025375148254,-5.8317147280686426
2361,Lam CMa,CD-32 3066,6.4694722222222225,-32.580000000000005,0.013,76.92307692307692,64.40573105340302,7.303346752266065,-41.42128314051233
2363,,BD+78  227,6.674666666666667,77.99583333333334,0.018,55.55555555555556,11.476285799149752,1.343009739851741,54.34069324347378
2365,,BD+73  340,6.631916666666667,73.69555555555556,0.039,25.641025641025642,7.150323203091907,0.8313572997476975,24.60983378763896
2375,,BD+11 1209,6.530083333333334,11.544444444444444,0.01,100.0,97.3413288863223,11.142419466843435,20.0128003805001
2377,Pi 2Dor,CP-69  614,6.424611111111111,-69.69027777777778,0.007,142.85714285714286,49.27357403191693,5.548349416934733,-133.97572162961066
2379,,BD-12 1518,6.523055555555556,-12.391666666666666,0.022,45.45454545454546,44.10820632417149,5.043475485991286,-9.754239712343672
2384,,CD-50 2241,6.496972222222222,-50.23916666666667,0.027,37.03703703703704,23.536179472655917,2.6803490250832422,-28.471144996601716
2385,13    Mon,BD+07 1337,6.548388888888889,7.333055555555555,0.007,142.85714285714286,140.76431818397728,16.15850494278115,18.233834196905466
2389,,CP-56 1095,6.49125,-56.85277777777778,0.01,100.0,54.3286796560029,6.181566731123606,-83.72683440560787
2394,8    Lyn,BD+61  893,6.628166666666667,61.48111111111111,0.027,37.03703703703704,17.56508367925138,2.0411006357964228,32.54295401493696
2399,,CD-37 2889,6.53925,-37.696666666666665,0.016,62.5,49.131952207711976,5.631975884132713,-38.217562976982904
